date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:10	189/189	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:11%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=400&h=400&fit=crop&crop=faces&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11c1fd.png	(from https://amitguptaforwork.hashnode.dev/)
15:55:11	7361/7361	---M--	200	added ('OK')	image/png	etag:%221eadbfe30c0702672d0eea62f49ea3d5%22	https://cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=400&h=400&fit=crop&crop=faces&auto=compress,format&format=webp	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda117858.png	(from https://amitguptaforwork.hashnode.dev/)
15:55:11	68273/68273	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:12%20GMT	https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy.html	(from https://amitguptaforwork.hashnode.dev/)
15:55:11	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:12%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/)
15:55:12	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:13%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/)
15:55:13	0/-1	---M--	308	error ('')			https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.40aca3.delayed	(from https://amitguptaforwork.hashnode.dev/)
15:55:13	294846/294846	---M--	200	added ('OK')	image/jpeg	etag:%2200485c8ebcdad701bc8178f13ff3c29f%22	https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=1600&h=840&fit=crop&crop=entropy&auto=compress,format&format=webp	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18a723.jpg	(from https://amitguptaforwork.hashnode.dev/)
15:55:13	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:15%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/)
15:55:14	189/189	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:15%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=400&h=400&fit=crop&crop=faces&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11c1fd.png	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:14	189/189	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:16%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=400&h=400&fit=crop&crop=faces&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11c1fd.png	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:15	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:16%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:15	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:16%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:15	0/-1	---M--	308	error ('')			https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.49aca3.delayed	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:15	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:17%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home)
15:55:16	60428/60428	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:17%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-analysis	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-analysis.html	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:16	12092/12092	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:17%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-analysis/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-analysis/rss.xml	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:17	4281/4281	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210b9-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/pages/tag/%5Bslug%5D-e686c606552a5305.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/pages/tag/[slug]-e686c606552a5305.js	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:17	196/196	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:18%20GMT	https://amitguptaforwork.hashnode.dev/tag/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.4faca3.dela	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:17	60302/60302	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:18%20GMT	https://amitguptaforwork.hashnode.dev/tag/analogy	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/analogy.html	(from https://amitguptaforwork.hashnode.dev/tag/analogy?source=tags_bottom_blogs)
15:55:17	196/196	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:18%20GMT	https://amitguptaforwork.hashnode.dev/tag/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.50aca3.dela	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:17	12086/12086	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:18%20GMT	https://amitguptaforwork.hashnode.dev/tag/analogy/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/analogy/rss.xml	(from https://amitguptaforwork.hashnode.dev/tag/analogy?source=tags_bottom_blogs)
15:55:18	51938/51938	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:19%20GMT	https://amitguptaforwork.hashnode.dev/tag/missing-data	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/missing-data.html	(from https://amitguptaforwork.hashnode.dev/tag/missing-data?source=tags_bottom_blogs)
15:55:18	12091/12091	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:19%20GMT	https://amitguptaforwork.hashnode.dev/tag/missing-data/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/missing-data/rss.xml	(from https://amitguptaforwork.hashnode.dev/tag/missing-data?source=tags_bottom_blogs)
15:55:19	25606/25606	---MC-	200	added ('OK')	image/png	date:Thu,%2002%20Oct%202025%2010:19:21%20GMT	https://amitguptaforwork.hashnode.dev/api/og/home?og=eyJ0aXRsZSI6IkFtaXQncyUyMExlYXJuaW5nJTIwTm90ZXMiLCJkb21haW4iOiJhbWl0Z3VwdGFmb3J3b3JrLmhhc2hub2RlLmRldiIsImlzVGVhbSI6dHJ1ZSwibWV0YSI6Ikp1c3QlMjB3YW50ZWQlMjB0byUyMHNoYXJlJTIwbXklMjBub3RlcyUyMGFzJTIwSSUyMGxlYXJuJTIwbmV3JTIwZXhjaXRpbmclMjB0aGluZ3MiLCJhcnRpY2xlcyI6eyJ0b3RhbERvY3VtZW50cyI6Mn19	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/api/og/home4f71.png	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:19	206/206	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:20%20GMT	https://amitguptaforwork.hashnode.dev/mcar-mar-mnar/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/mcar-mar-mnar/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar/rss.xml)
15:55:19	12083/12083	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:20%20GMT	https://amitguptaforwork.hashnode.dev/newsletter/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/newsletter/rss.xml	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:19	18841/18841	---MCZ	200	added ('OK')	application/javascript	etag:W/%224999-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/pages/newsletter-923e2b5ad0a2eeee.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/pages/newsletter-923e2b5ad0a2eeee.js	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:19	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:21%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:20	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:21%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:20	0/-1	---M--	308	error ('')			https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.5caca3.delayed	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:20	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:21%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/newsletter)
15:55:21	68283/68283	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:22%20GMT	https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy/rss.html	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:21	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:22%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:21	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:23%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:23	114721/114721	---M--	200	added ('OK')	image/png	etag:%2208444d0b5daadb84528e716beb47966d%22	https://cdn.hashnode.com/res/hashnode/image/upload/v1759335604205/452ea1ac-7734-4bbe-bc2f-14ec29888ad9.png?auto=compress,format&format=webp	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/cdn.hashnode.com/res/hashnode/image/upload/v1759335604205/452ea1ac-7734-4bbe-bc2f-14ec29888ad92490.png	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:23	52047/52047	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:24%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-science?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-science5255.html	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:24	51554/51554	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:25%20GMT	https://amitguptaforwork.hashnode.dev/tag/metrics?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/metrics5255.html	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:25	51890/51890	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:25%20GMT	https://amitguptaforwork.hashnode.dev/tag/classification-problems?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/classification-problems5255.html	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy)
15:55:25	196/196	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:26%20GMT	https://amitguptaforwork.hashnode.dev/tag/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.4faca3.dela	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:25	196/196	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:26%20GMT	https://amitguptaforwork.hashnode.dev/tag/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.50aca3.dela	(from https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs)
15:55:26	251/251	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:27%20GMT	https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759336518981/5f593c85-46f0-45e7-bd5b-6c7016ce8c18.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-police/_https_/cdn.hashnode.com/res/hashnode/image/up/5f593c85-46f0-45e7-bd5b	(from https://amitguptaforwork.hashnode.dev/understanding-precision-and-recall-using-policeman-analogy/rss.xml)
15:55:26	52018/52018	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:27%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-science	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-science.html	(from https://amitguptaforwork.hashnode.dev/tag/data-science?source=tags_bottom_blogs)
15:55:26	12091/12091	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:27%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-science/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-science/rss.xml	(from https://amitguptaforwork.hashnode.dev/tag/data-science?source=tags_bottom_blogs)
15:55:27	51525/51525	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:28%20GMT	https://amitguptaforwork.hashnode.dev/tag/metrics	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/metrics.html	(from https://amitguptaforwork.hashnode.dev/tag/metrics?source=tags_bottom_blogs)
15:55:27	12086/12086	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:28%20GMT	https://amitguptaforwork.hashnode.dev/tag/metrics/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/metrics/rss.xml	(from https://amitguptaforwork.hashnode.dev/tag/metrics?source=tags_bottom_blogs)
